ResponseId,study,study_factor,model_pooled,persuader,condition,direction,aligned_belief_change,belief_pre,compliant,persuaded
R_5GKBEwsH6X1LoUE,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,51,52,TRUE,1
R_7UzRugS5UrRDgWd,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,18,70,TRUE,1
R_1PRGW7Sa9do9wGe,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,3,59,TRUE,1
R_1iht7TKTFpqTo25,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,16,50,TRUE,1
R_6Oq4tWDdNTCdrlM,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,60,TRUE,0
R_1WCpwJidTvtrij6,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,5,71,TRUE,1
R_1QYbD35bgrIawo5,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,50,TRUE,0
R_5P570qEQKrPCYCt,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,11,51,TRUE,1
R_1mfpm7IxAAtc1tg,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,9,62,FALSE,1
R_1AZ5Cdt27vqYtix,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,4,69,TRUE,1
R_3QGj98lnlEVggvh,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-4,39,TRUE,0
R_3lt5TidxTEbLI73,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,47,50,TRUE,1
R_5chmy9JzODvl5ut,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,6,50,TRUE,1
R_60evnKnYW4kgbaV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,63,TRUE,0
R_6RKTOXwuifhfKnf,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,17,49,TRUE,1
R_1C5EFosTuKJLlvz,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-1,59,TRUE,0
R_5HFSvVXc2qxvfsl,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,10,50,TRUE,1
R_11vNZA3IT04Jxeh,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-1,51,TRUE,0
R_5Me2JuZ8tC1WJgZ,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,28,52,TRUE,1
R_64oERJAK8gk8gud,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-43,47,FALSE,0
R_7J9hLx5wrMt3mHv,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-19,61,TRUE,0
R_1EbeSR1k3i2WsXF,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,1,52,TRUE,1
R_3BtVx9u2zOeB5gJ,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-31,50,FALSE,0
R_1VwPj1XyH9Xh2O1,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-21,70,TRUE,0
R_1XWVV1LsG8W18hX,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,15,51,TRUE,1
R_6CO9TtG0r0ph66t,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,15,66,TRUE,1
R_62h5yNa7FyUP88p,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,29,71,FALSE,1
R_332Z2utpM0sWV57,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,7,73,TRUE,1
R_7FbKKXBhqawc4SL,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,7,74,TRUE,1
R_70mG4UcleLcsKo9,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,12,59,TRUE,1
R_5YRg9GuFdhfsJGj,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,14,66,TRUE,1
R_5rYHHU5e8CObWP6,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-23,49,TRUE,0
R_1SGshjKwfeIBrLH,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,40,51,TRUE,1
R_5rd7NRi9C3T01z3,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,20,60,TRUE,1
R_707aartu7KvEQME,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-4,70,TRUE,0
R_1Yq5QOc1bZRxB0l,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,8,74,TRUE,1
R_3llSgscXHAbrEH1,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,50,51,TRUE,1
R_1OenUwYCprGJjsk,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,23,58,TRUE,1
R_3DHDcj4KeEXlTZT,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,30,49,TRUE,1
R_71hc1Yjq4lJfzxD,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,35,50,TRUE,1
R_7Bnegb3Pxldyv1G,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-30,50,TRUE,0
R_6Ii8RQrZsg85WfL,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,50,TRUE,0
R_5nwn3ccFhyrzfC9,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,50,TRUE,0
R_5TMgu2AzVddV1ru,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,38,52,TRUE,1
R_5GlUCgjaM3yQOmk,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-15,55,TRUE,0
R_7OURW23sEZPSI01,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,68,TRUE,0
R_7JyGroopk1JuZZs,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,15,40,TRUE,1
R_1gi0fXI92igKDqg,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,7,35,TRUE,1
R_6JUZFcRzcX9BEfz,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,30,50,TRUE,1
R_3pMfYNee7hL7k8Y,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,39,41,TRUE,1
R_5HtWWntlkMj1LYP,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-34,49,TRUE,0
R_6J8VZa7TEpz4wNn,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-22,72,TRUE,0
R_5QRduOIzq5NuQEU,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,24,41,TRUE,1
R_7Ht1Zb6LRcYugcF,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,50,TRUE,0
R_7e2QYItVlCurN4W,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-19,50,TRUE,0
R_6KDaQLDktfNErRg,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-2,53,TRUE,0
R_5JvY9XIqv1JQLxh,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,11,60,TRUE,1
R_5GZiKKt7E5uvINj,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,16,74,TRUE,1
R_1cTgXrpLlc9n3mX,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,27,52,TRUE,1
R_5dZihRm4H1tqRGb,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,51,61,TRUE,1
R_7k153VXDQE5FfdR,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,1,60,TRUE,1
R_1imo9m7fiaBWwzT,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-8,71,TRUE,0
R_7kt0iryk9Y8kfnz,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,35,50,TRUE,1
R_1qOG2jokmE7E5QR,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,8,56,TRUE,1
R_1MYi4s0KadUk2Yp,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-2,63,TRUE,0
R_5ridpZ8XZh9lsAZ,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,16,65,TRUE,1
R_19j0jMbXTV1LFaB,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,2,65,TRUE,1
R_3OZKiW6g2mj8MwV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-47,50,FALSE,0
R_1fHKlsplNceP8SV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-33,62,FALSE,0
R_6qvNF4Tsrn3LMnI,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,35,40,TRUE,1
R_593r6OjVIFx0dVv,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,9,51,FALSE,1
R_1bGYdHvdq9UQQHc,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-10,50,FALSE,0
R_3Jns4LWeu1Hxjxv,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,10,71,TRUE,1
R_6liZq06CQun0G74,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,42,60,TRUE,1
R_3x7yx5JqToPLJyF,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,50,TRUE,0
R_3f2rMoR3FZ9B1yl,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,60,TRUE,0
R_1LcHRMOJhuuzK7u,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,1,52,TRUE,1
R_55VNdA2RbLqoInf,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,28,51,TRUE,1
R_6KkhoDugg3xFSL9,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-25,71,TRUE,0
R_7arC6svxuasnt1o,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,1,63,TRUE,1
R_1OZcsTL8NucfDyA,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,20,57,TRUE,1
R_7j6ZxVmi79AEu8v,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-11,61,TRUE,0
R_1X7EjEm4ohvqb7M,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,51,TRUE,0
R_3OJVSySDq8toYPU,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,5,50,TRUE,1
R_1Ijfk3OoTGnoxC5,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,11,70,TRUE,1
R_10wQLC1zaqcoVvG,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,35,39,FALSE,1
R_7uexGyCEgKLvwMV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,39,40,TRUE,1
R_1NwcbEpgZ9TWSFS,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,30,40,TRUE,1
R_5h61oWLqLvGbCiA,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,10,50,TRUE,1
R_1WOPapyhF6Jv1MT,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,24,30,TRUE,1
R_3WZjBM5hUtGp8iJ,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,12,32,TRUE,1
R_5fDN5ZapYpUYtFf,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,17,57,TRUE,1
R_6q1yfr9K1ALKap4,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,20,29,TRUE,1
R_1CvbbQ8m4LXKZDD,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-29,51,TRUE,0
R_546pLbIwoAr00Ot,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,70,TRUE,0
R_6pJNvRGSViwbfrz,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-48,50,TRUE,0
R_7StWAYezWFDwFj3,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,15,73,TRUE,1
R_1IXCPR9M56dXR8J,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,42,51,TRUE,1
R_3k04ahM4e4pEAdg,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-45,54,TRUE,0
R_708YpZDx2J0jmbY,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-1,69,TRUE,0
R_1h0FSCfTE8heC0k,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,20,60,TRUE,1
R_5k9YBc0REBPsk8x,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,58,40,TRUE,1
R_7jy6C81X5SFvdBz,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,3,58,TRUE,1
R_3rV7CvYn0h4P7iH,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,38,49,TRUE,1
R_6mr5MutXeTTogny,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,17,74,TRUE,1
R_1jqvi7ajS7hV0vs,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,50,TRUE,0
R_5CyB2UowLCsS7x5,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,14,50,TRUE,1
R_71shtOlMlXbFLXr,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,59,TRUE,0
R_1rJ3aYROKYquH5p,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,20,70,TRUE,1
R_1lxIEh9dYl0iOad,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,35,46,FALSE,1
R_7HZzqS3D35yMVHB,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,6,53,FALSE,1
R_3CKFpSeb2VRNIO6,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,11,49,TRUE,1
R_5CKqnlCqdhASET1,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,1,51,TRUE,1
R_7txxaDuy3oLsfyW,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-20,31,TRUE,0
R_6dSBUzxjAWlMuDs,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,22,49,TRUE,1
R_3ds7ctWFy4J9w82,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,56,61,TRUE,1
R_3AGVjA4Jzi0lWhb,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-41,30,TRUE,0
R_7nooP115te6YHsi,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-50,30,TRUE,0
R_5mhNsukRljyxFuN,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-26,54,TRUE,0
R_5W0ueBE7TuQYxWx,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,1,30,TRUE,1
R_1aDk7bNdD5gAdNh,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-9,65,TRUE,0
R_5QuIAnma4gvM1Sa,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,22,65,TRUE,1
R_6fN1zopQ9Wx4qCM,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-64,68,TRUE,0
R_58GHumizcxRUYiR,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-1,61,TRUE,0
R_7ztFM82DyHnFA9b,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,32,58,TRUE,1
R_7dg4ogo5SbVmQ13,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-1,34,TRUE,0
R_6eqRcbZw4WesYP4,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-50,50,TRUE,0
R_6JCQxI31axvboo3,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-1,49,TRUE,0
R_1CTlHTtqjH9u9u1,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,11,60,TRUE,1
R_30obdNQjUDLJKto,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,53,60,TRUE,1
R_3rpihZnYIxItgNv,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-24,53,TRUE,0
R_1lSaAA2r1Vbq5F0,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-17,51,FALSE,0
R_1yqR1k4DEK0yquu,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,10,50,TRUE,1
R_5RPyT95BRsuh7JW,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,34,35,TRUE,1
R_7fkjsl9RpcAbsNc,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-5,39,FALSE,0
R_3wmcGZVU5uAwRmd,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-10,59,TRUE,0
R_3wnmaOCeNk4OKe5,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,19,50,TRUE,1
R_3eajdJmEzXsF1QL,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,30,50,TRUE,1
R_5RfqL6AqwuzPK01,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,4,69,TRUE,1
R_3GCFZDSIulz6bJ3,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,13,67,TRUE,1
R_5eypzY1rlvsAJ8R,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,1,50,FALSE,1
R_59husIS8wnSPgBX,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,5,70,TRUE,1
R_6S6UyoXDrJymY9H,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,1,49,TRUE,1
R_1Ed1eZCyci64cFO,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,50,50,TRUE,1
R_5PzgCyls9DP89BD,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,32,51,TRUE,1
R_7erzn1XdMGgcdHj,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,0,51,TRUE,0
R_7jeowzCorbtuJYT,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,15,60,TRUE,1
R_30MJpqSJkjBqdVO,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-10,50,TRUE,0
R_1ndBbfx14dDsdXV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,69,71,TRUE,1
R_5scATCpAkNWZmzw,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-20,71,TRUE,0
R_68B6NIXkllbZcpm,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,39,41,TRUE,1
R_6DwtLqRJwP57DRP,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,21,70,TRUE,1
R_6pFeGEHtehtcSHO,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,48,50,TRUE,1
R_3I5VZZ3C73lE0xz,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-59,70,FALSE,0
R_5L7Htxs8UFHHKQr,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-5,61,TRUE,0
R_7YnXGbBCGvqe5b3,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-1,62,TRUE,0
R_1t3GQrnxEsq3KdH,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,8,58,TRUE,1
R_510erddhmy6sThL,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,4,54,TRUE,1
R_74jTA97z92bJoVV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,11,51,TRUE,1
R_69j1mwCOLHzZG9j,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,10,63,TRUE,1
R_5oz3qCGFi7vOi7n,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,8,65,FALSE,1
R_7SLuUTYTQj7yKXf,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,31,50,TRUE,1
R_5UToIGvxQzU2tLH,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,60,70,TRUE,1
R_7RtIxncMbnN4GgV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,30,50,TRUE,1
R_5cbVVZlcjSYnuey,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-19,60,TRUE,0
R_3tv5rY1REJbzNOV,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,15,69,TRUE,1
R_3FLO134O8X9RBDB,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-1,53,TRUE,0
R_1knqatG66iodPM8,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,21,71,TRUE,1
R_5FWoezWclRm7Lth,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-14,40,TRUE,0
R_3RoThE8UKPCOyBz,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,56,43,TRUE,1
R_14NawdSXnKe7hFM,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,35,45,TRUE,1
R_37vrFd77Qgu21Uy,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,13,60,TRUE,1
R_1zW48NWZxdAoo6t,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,8,57,TRUE,1
R_7yZWiMdreLuripj,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,8,64,TRUE,1
R_7P5ruvnUvk9jLs0,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,64,FALSE,0
R_6IRRZ5A3IYywHye,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,51,61,TRUE,1
R_1w1RU1p3JifDqox,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,70,TRUE,0
R_6Jz2QFZEuzFHRhn,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,18,52,TRUE,1
R_6G3UCiQ05CxNmJ2,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,42,45,TRUE,1
R_1HcsWQOjRSGxIu5,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,3,50,TRUE,1
R_62fkfpiD28zKuGT,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,19,51,TRUE,1
R_7bOu1ELtj6oeod0,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,26,66,TRUE,1
R_68ehCTKqlI6tLQ5,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-40,40,TRUE,0
R_5BnWBBaoLYsretH,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,15,55,TRUE,1
R_5nxcHQq5zIa4HEn,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,5,34,TRUE,1
R_3lShV8lMD4fJQFb,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,41,39,TRUE,1
R_3AoWkRKIgfbsP7z,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-12,61,TRUE,0
R_5rUDjQiYPeDJzQs,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,13,66,TRUE,1
R_1KxOiigiJvsA3aX,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,33,51,TRUE,1
R_11yzo4JcoygGNEX,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-46,58,FALSE,0
R_6ni15JZGMnoGjlH,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-14,73,TRUE,0
R_3QnY9GZ1gaFLOfr,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,0,70,TRUE,0
R_7LMBCulhvJ8uqcH,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,11,39,TRUE,1
R_7YZhnUqkYs9AK7T,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-7,70,FALSE,0
R_6od2BlI1hPP2mQx,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,-4,49,TRUE,0
R_6bKaZhavZyKWlUt,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,15,67,TRUE,1
R_749FRfj8C2HGM4V,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,38,41,TRUE,1
R_1nI9x6avRnCsUb3,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_bunk,bunk,27,71,TRUE,1
R_3EuGXjHhE6Qs4TF,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-41,51,TRUE,0
R_5OzYs9s505zIdQl,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,4,62,TRUE,1
R_6VdmALQlHzkt2Sd,Study 3,Truth-Constrained,NA,Truth-Constrained,treatment_mid_debunk,debunk,-29,50,TRUE,0
